Pagine principali,Clic,Impressioni,CTR,Posizione
https://shop.moruzzi.it/es/monedas/monedas-imperiales-romanas/monedas-acu-adas-bajo-el-emperador-adriano.html,102,1793,5.69%,7.85
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-10-centesimi-1921-ape-zecca-di-roma-rame-fdc-pagani-866.html,101,11505,0.88%,7.95
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-1-2-kennedy-1964-zecca-di-philadelphia-argento-fdc-km-202-29669.html,101,6239,1.62%,7.87
https://shop.moruzzi.it/it/monete/monete-italiane-preunitarie/venezia.html,101,5091,1.98%,10.46
https://shop.moruzzi.it/it/medaglie/medaglie-papali/le-medaglie-delle-sedi-vacanti.html,101,1698,5.95%,10.85
https://shop.moruzzi.it/it/monete/monete-romane-repubblicane/monete-delle-guerre-civili/monete-di-agrippa.html,101,1511,6.68%,7.19
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-5-lire-scudo-1871-r-zecca-di-roma-argento-mbb-r-pagani-493.html,100,2907,3.44%,9.28
https://shop.moruzzi.it/it/repubblica-italiana-2-lire-1958-olivo-zecca-di-roma-italma-fdc-r-pagani-2411.html,99,4732,2.09%,7.6
https://shop.moruzzi.it/it/citta-del-vaticano-paolo-vi-serie-di-prova-in-argento-da-8-monete-1967-anno-v-fdc-rrr.html,98,7507,1.31%,8.28
https://shop.moruzzi.it/it/stato-pontificio-pio-ix-mastai-ferretti-4-soldi-1868-ann-xxii-zecca-di-roma-rame-qspl-pagani-593-25425.html,98,3667,2.67%,7.24
https://shop.moruzzi.it/it/regno-delle-due-sicilie-ferdinando-ii-di-borbone-10-tornesi-1857-zecca-di-napoli-rame-qspl-pannuti-riccio-205.html,97,4451,2.18%,8.55
https://shop.moruzzi.it/it/monete/monete-romane-repubblicane/monete-delle-guerre-civili/monete-di-bruto.html,97,1977,4.91%,6.16
https://shop.moruzzi.it/it/antiquariato.html,96,14956,0.64%,9.19
https://shop.moruzzi.it/it/francia-napoleone-iii-5-franchi-1869-bb-zecca-di-strasburgo-argento-qfdc-62790-gadoury-739.html,96,4353,2.21%,7.42
https://shop.moruzzi.it/it/italia-benito-mussolini-medaglia-in-bronzo-1936-fondazione-impero-civilta-givstizia-redenzione-opus-giuseppe-romagnoli-fdc-rr-casolari-xiv-40.html,96,2890,3.32%,11.07
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-5-lire-scudo-1872-zecca-di-roma-argento-mbb-rr-pagani-495.html,96,2864,3.35%,9.37
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-peace-1928-s-zecca-di-san-francisco-argento-bb-r-km-150-29636.html,96,2853,3.36%,5.89
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-100-lire-1912-aratrice-zecca-di-roma-oro-qfdc-r-pagani-641.html,96,1903,5.04%,8.65
https://shop.moruzzi.it/it/governo-provvisorio-di-venezia-5-lire-1848-zecca-di-venezia-argento-bb-r-pagani-178-26071.html,95,3150,3.02%,9.22
https://shop.moruzzi.it/it/sicilia-gela-tetradramma-465-450-a-c-auriga-su-biga-al-passo-celas-protome-di-toro-androprosopo-zecca-di-gela-argento-sng-dan-260.html,95,2674,3.55%,6.09
https://shop.moruzzi.it/it/citta-del-vaticano-sede-vacante-10-euro-2013-fs-27203.html,94,1437,6.54%,8.11
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-peace-1922-zecca-di-philadelphia-argento-mbb-km-150-29807.html,93,3840,2.42%,6.76
https://shop.moruzzi.it/it/monete/monete-del-regno-di-sardegna.html,93,3649,2.55%,8.26
https://shop.moruzzi.it/it/repubblica-napoletana-6-tornesi-1799-variante-con-il-segno-di-zecca-z-n-sotto-all-indicazione-del-valore-zecca-di-napoli-rame-bb-rr-pannuti-riccio-3a.html,93,2140,4.35%,6.17
https://shop.moruzzi.it/it/gens-tituria-l-titurius-l-f-sabinus-denario-89-a-c-tito-tazio-ratto-delle-sabine-crawford-344-1a-26916.html,91,1598,5.69%,5.85
https://shop.moruzzi.it/en/repubblica-italiana-5-lire-1969-delfino-1-rovesciato-zecca-di-roma-italma-qfdc-r-153242-pagani-2365a.html,90,11706,0.77%,5.12
https://shop.moruzzi.it/it/attica-atene-tetradramma-stile-arcaico-525-510-a-c-testa-galeata-di-atena-athe-civetta-zecca-di-atene-argento-mb-rrr-svoronos-pl-iv-31-33.html,90,2211,4.07%,7.26
https://shop.moruzzi.it/it/claudio-sesterzio-50-54-d-c-spes-avgvsta-s-c-la-spes-con-un-fiore-solleva-il-lembo-della-veste-zecca-di-roma-bronzo-bb-ric-115.html,90,1831,4.92%,6.78
https://shop.moruzzi.it/it/italia-serie-annuale-ufficiale-11-valori-1988-fdc.html,90,1619,5.56%,6.57
https://shop.moruzzi.it/en/home.html,89,44299,0.2%,8.44
https://shop.moruzzi.it/it/stato-pontificio-pio-ix-1-baiocco-1850-roma-rame-rosso-fdc-pagani-503.html,89,4875,1.83%,6.05
https://shop.moruzzi.it/it/monete/monete-italiane-preunitarie/granducato-di-toscana-1574-1859.html,89,2648,3.36%,10.2
https://shop.moruzzi.it/it/citta-del-vaticano-giovanni-paolo-ii-medaglia-straordinaria-in-argento-1979-viaggio-di-giovanni-paolo-ii-in-polonia-madonna-nera-di-czestochowa-opus-stanislawa-watrobska-fdc-crw-0059.html,89,1070,8.32%,5.56
https://shop.moruzzi.it/es/francia-napoleone-iii-5-franchi-1867-bb-zecca-di-strasburgo-argento-qfdc-gadoury-739.html,88,1351,6.51%,5.99
https://shop.moruzzi.it/it/banconote.html,87,12467,0.7%,8.67
https://shop.moruzzi.it/it/monete/monete-dell-europa/germania.html,87,5480,1.59%,10.71
https://shop.moruzzi.it/it/regno-d-italia-colonia-eritrea-vittorio-emanuele-iii-tallero-di-convenzione-1780-zecca-di-roma-argento-spl-153537-pagani-957-27666.html,87,3204,2.72%,7.52
https://shop.moruzzi.it/es/monedas/monedas-imperiales-romanas/monedas-acu-adas-bajo-el-emperador-augusto.html,87,3081,2.82%,7.19
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-2-lire-1907-aquila-sabauda-zecca-di-roma-argento-mbb-83676-pagani-731.html,87,2629,3.31%,7.01
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-5-lire-scudo-1871-m-zecca-di-milano-argento-qfdc-pagani-492.html,86,4660,1.85%,9.73
https://shop.moruzzi.it/it/vespasiano-sesterzio-7273-dcfortvnae-redvci--s-c-la-fortuna-con-timone-su-globo-e-cornucopia-zecca-di-roma-bronzo-mbb-(rr)-(ric-374r2)-25810.html,86,3524,2.44%,6.65
https://shop.moruzzi.it/it/anonimo-con-simboli-denario-169-158-a-c-testa-galeata-di-roma-i-dioscuri-a-cavallo-e-un-grifone-zecca-di-roma-argento-mbb-r-crawford-182-1.html,86,3014,2.85%,5.53
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-1-lira-1905-aquila-sabauda-zecca-di-roma-argento-qfdc-rr-pagani-765.html,86,2089,4.12%,8.25
https://shop.moruzzi.it/it/medaglie/medaglie-papali/le-medaglie-del-500.html,86,1659,5.18%,11.55
https://shop.moruzzi.it/it/repubblica-italiana-500-lire-caravelle-1961-zecca-di-roma-argento-qfdc-pagani-2104-28079.html,84,9448,0.89%,10.11
https://shop.moruzzi.it/it/citta-del-vaticano-francesco-i-50-centesimi-2015-e-francobollo-da-3-00-euro-vatican-city-stamp-coin-card-n-9.html,84,3515,2.39%,6.36
https://shop.moruzzi.it/it/stato-pontificio-pio-ix-mastai-ferretti-scudo-1853-an-vii-zecca-di-roma-argento-spl-pagani-395-26580.html,84,1321,6.36%,6.34
https://shop.moruzzi.it/it/anonimo-vittoriato-dopo-il-211-a-c-giove-vittoria-incorona-un-trofeo-zecca-di-roma-bronzo-mb-r-cfr-crawford-44-1.html,84,1306,6.43%,5.65
https://shop.moruzzi.it/it/regno-ditalia-vittorio-emanuele-ii-medaglia-in-bronzo-1865-guerre-per-lindipendenza-e-lunit-opus-demetrio-canzani-qfdc-(r)-(brambilla-pag-298)-25857.html,83,2895,2.87%,6.45
https://shop.moruzzi.it/it/regno-d-italia-umberto-i-5-lire-1879-pagani-590-1.html,82,3925,2.09%,8.78
https://shop.moruzzi.it/it/monete/monete-dell-europa/austria.html,81,11221,0.72%,9.67
https://shop.moruzzi.it/it/citta-del-vaticano-giovanni-paolo-ii-wojtyla-serie-annuale-ufficiale-8-valori-2002-fdc.html,81,3465,2.34%,7.47
https://shop.moruzzi.it/it/francia-napoleone-iii-5-franchi-1870-a-zecca-di-parigi-argento-fdc-gadoury-739.html,81,1501,5.4%,6.41
https://shop.moruzzi.it/it/nerone-sesterzio-65-d-c-zecca-di-roma-bronzo-bb-rr-ric-175-r2-29162.html,81,343,23.62%,4.15
https://shop.moruzzi.it/it/austria-maria-teresa-tallero-riconio-1780-zecca-di-vienna-argento-bb-km-t1-27636.html,80,5541,1.44%,8.1
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-2-centesimi-1861.html,80,5370,1.49%,8.91
https://shop.moruzzi.it/it/svizzera-banca-nazionale-svizzera-franchi-100-francesco-borromini-1975-firme-brenno-galli-alexandre-hay-bb-km-57-27614.html,80,4993,1.6%,7.79
https://shop.moruzzi.it/en/regno-d-italia-vittorio-emanuele-iii-20-lire-1928-a-vi-littore-zecca-di-roma-argento-mbb-r-pagani-673-sku-155841-27315.html,80,1751,4.57%,7.99
https://shop.moruzzi.it/it/traiano-decio-doppio-sesterzio-249-251-d-c.html,80,1365,5.86%,10.1
https://shop.moruzzi.it/it/monete/monete-romane-repubblicane/monete-delle-guerre-civili/monete-di-ottaviano.html,80,1363,5.87%,7.19
https://shop.moruzzi.it/it/medaglie/medaglie-papali/le-medaglie-di-benedetto-xv-1914-1922.html,80,869,9.21%,6.51
https://shop.moruzzi.it/it/monete/monete-della-repubblica-italiana/monete-commemorative-in-argento-da-lire-10-000-e-5-000.html,79,2249,3.51%,9.16
https://shop.moruzzi.it/es/monedas/monedas-del-reino-de-italia/victor-manuel-ii-rey-electo-1859-1861-1861-1878/scudi-d-argento-di-vittorio-emanuele-ii.html,79,1879,4.2%,8.06
https://shop.moruzzi.it/it/alessandro-severo-sesterzio-231-235-d-c-virtvs-avgvsti-s-c-zecca-di-roma-bronzo-qspl-ric-648b-28496.html,79,1849,4.27%,5.95
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-centesimi-10-impero-1943-xxi-zecca-di-roma-bronzital-spl-pagani-891-28975.html,78,6642,1.17%,8.06
https://shop.moruzzi.it/it/augusto-sesterzio-3637-dc-divo-avgvsto-spqr-augusto-seduto-su-di-un-carro-tirato-da-quattro-elefanti-montati-da-quattro-mahout--ti-caesar-divi-avg-f-avgvst-p-m-tr-pot-xxxiix-s-c-grande-al-centro-zecca-di-roma-bronzo-bb-(r)-(ric-68r)-24947.html,78,1605,4.86%,6.8
https://shop.moruzzi.it/it/italia-serie-annuale-ufficiale-11-valori-1995-fdc.html,78,1551,5.03%,5.58
https://shop.moruzzi.it/it/giulia-mamea-sesterzio-222-235-d-c.html,78,1413,5.52%,5.81
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-1000-lire-25-03-1969-verdi-ii-tipo-firme-carli-lombardo-fds-150910-crapanzano-479a-27344.html,77,39493,0.19%,4.57
https://shop.moruzzi.it/en/repubblica-italiana-banca-d-italia-1000-lire-12-07-1947-grande-m-barbetti-modificato-firme-einaudi-urbini-mspl-crapanzano-462.html,77,6041,1.27%,10.23
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-10-centesimi-1927-ape-zecca-di-roma-rame-mspl-pagani-872.html,77,4976,1.55%,6.97
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-lire-10000-michelangelo-serie-speciale-03-07-1962-firme-carli-ripa-qfds-crapanzano-572s-28928.html,77,4596,1.68%,9.09
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-morgan-1885-zecca-di-philadelphia-argento-qbb-km-110-29802.html,77,4574,1.68%,8.02
https://shop.moruzzi.it/it/medaglie/medaglie-papali/le-medaglie-di-gregorio-xvi-1831-1846.html,77,1499,5.14%,9.43
https://shop.moruzzi.it/it/repubblica-italiana-lire-500-caravelle-1960-zecca-di-roma-argento-fdc-pagani-2103-29030.html,76,10895,0.7%,8.28
https://shop.moruzzi.it/it/repubblica-italiana-lire-500-caravelle-1966-zecca-di-roma-argento-fdc-pagani-2107-29036.html,76,9697,0.78%,8.39
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-5-centesimi-1915-italia-su-prora-zecca-di-roma-rame-qfdc-pagani-896-25743.html,76,8426,0.9%,8.25
https://shop.moruzzi.it/it/repubblica-di-san-marino-vecchia-monetazione-5-centesimi-1864-zecca-di-milano-rame-mbb-r-pagani-377.html,76,3474,2.19%,7.43
https://shop.moruzzi.it/it/monaco-2-euro-2025-fs-marchesato-di-les-baux-de-provence-29155.html,75,3424,2.19%,8.54
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-centesimi-20-esposizione-di-milano-1906-zecca-di-milano-s-johnson-rame-spl-pagani-725-25584.html,75,3331,2.25%,7.7
https://shop.moruzzi.it/es/monedas/monedas-imperiales-romanas/monedas-acu-adas-bajo-el-emperador-tiberio.html,75,1831,4.1%,8.6
https://shop.moruzzi.it/es/regno-d-italia-vittorio-emanuele-iii-20-centesimi-1909-liberta-librata-zecca-di-roma-nichel-mspl-pagani-830.html,74,3823,1.94%,7.6
https://shop.moruzzi.it/it/italia-occupazione-americana-allied-military-currency-am-lire-100-monolingua-1943-firme-bep-mbb-crapanzano-os46-28832.html,74,3493,2.12%,8.84
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-10-lire-1930-biga-zecca-di-roma-argento-fdc-r-pagani-695-sku-156119.html,74,3491,2.12%,6.74
https://shop.moruzzi.it/it/prima-repubblica-romana-2-baiocchi-senza-data-zecca-di-ancona-rame-spl-r-muntoni-22.html,74,2995,2.47%,6.55
https://shop.moruzzi.it/it/citta-del-vaticano-paolo-vi-serie-di-prova-in-argento-da-8-monete-1966-anno-iv-fdc-rrr.html,74,2653,2.79%,9.16
https://shop.moruzzi.it/it/citta-del-vaticano-sede-vacante-1978-i-medaglia-in-argento-cardinale-camerlengo-jean-villot-opus-tommaso-gismondi-qfdc-boccia-128.html,74,1354,5.47%,7.5
https://shop.moruzzi.it/it/banconote/banconote-italiane/2-lire.html,73,8844,0.83%,9.9
https://shop.moruzzi.it/it/monete/monete-d-oltremare/egitto.html,73,4954,1.47%,8.9
https://shop.moruzzi.it/it/monete/monete-italiane-preunitarie/genova.html,73,3479,2.1%,10.85
https://shop.moruzzi.it/it/medaglie/medaglie-chiesa-cattolica.html,73,3161,2.31%,10.04
https://shop.moruzzi.it/it/lucio-vero-sesterzio-dopo-il-169-d-c.html,73,2537,2.88%,10.3
https://shop.moruzzi.it/it/italia-repubblica-serie-annuale-ufficiale-11-valori-1985-fdc.html,73,1658,4.4%,6.3
https://shop.moruzzi.it/en/massimino-i-il-trace-sesterzio-236-238-d-c-pax-avgvsti-s-c-pax-tiene-un-ramoscello-d-ulivo-e-lo-scettro-zecca-di-roma-bronzo-qspl-ric-81.html,73,1207,6.05%,4.81
https://shop.moruzzi.it/it/regno-d-italia-napoleone-i-soldo-1811-milano-mspl-pagani-76.html,72,4277,1.68%,6.93
https://shop.moruzzi.it/it/repubblica-italiana-biglietto-di-stato-lire-500-mercurio-14-02-1974-firme-miconi-nardi-fabiano-fds-crapanzano-bs62-28574.html,72,4105,1.75%,7.75
https://shop.moruzzi.it/it/citta-del-vaticano-sede-vacante-serie-ufficiale-8-valori-2005-fdc-offerta-speciale.html,72,2929,2.46%,7.95
https://shop.moruzzi.it/it/germania-hans-von-tschammer-medaglia-1937-der-reichssport-fvhrer-aquila-su-ramo-di-quercia-in-basso-svastica-opusvon-k-goetz-fdc-(nc)-(kienast-538)-26799.html,72,2586,2.78%,9.5
https://shop.moruzzi.it/it/citta-del-vaticano-pio-xii-pacelli-serie-annuale-di-5-valori-con-100-lire-in-oro-iii-tipo-1950-a-ivb-anno-santo-giubileo-zecca-di-roma-fdc-145874-unificato-12-226-e-ss-27166.html,72,2032,3.54%,9.58
https://shop.moruzzi.it/it/regno-di-napoli-ferdinando-iv-di-borbone-grana-120-1796-zecca-di-napoli-argento-bb-pannuti-riccio-62-27306.html,72,1822,3.95%,7.1
https://shop.moruzzi.it/it/monete/monete-dellimpero-romano/coniazioni-sotto-tiberio.html,72,1385,5.2%,7.62
https://shop.moruzzi.it/it/regno-d-italia-colonia-eritrea-umberto-i-1-lira-1-5-di-tallero-1891-zecca-di-roma-argento-spl-r-pagani-635-29513.html,71,3409,2.08%,8.35
https://shop.moruzzi.it/it/citta-del-vaticano-giovanni-paolo-ii-wojtyla-serie-annuale-ufficiale-8-valori-2004-fdc.html,71,3216,2.21%,6.61
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-sotto-traiano-decio.html,71,1913,3.71%,9.05
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-50-centesimi-1943-xxi-impero-zecca-di-roma-nichel-spl-r-119730-pagani-826.html,70,5774,1.21%,7.9
https://shop.moruzzi.it/it/austria-maria-teresa-tallero-riconio-1780-zecca-di-vienna-argento-mb-km-t1-27994.html,69,6766,1.02%,9.25
https://shop.moruzzi.it/it/belgio-baldovino-ecu-50-1987-oro-fdc-26816.html,69,3418,2.02%,6.84
https://shop.moruzzi.it/it/regno-di-sicilia-carlo-ii-di-spagna-grano-1699-zecca-di-palermo-bronzo-qbb-r-spahr-83-26003.html,69,3203,2.15%,7.05
https://shop.moruzzi.it/it/ducato-di-milano-galeazzo-maria-sforza-grosso-da-4-soldi-senza-data-sant-ambrogio-argento-mbb-r-crippa-12-27546.html,69,2751,2.51%,7.88
https://shop.moruzzi.it/it/nerone-sesterzio-65-d-c-zecca-di-lugdunum-bronzo-mbb-ric-398-29164.html,69,1703,4.05%,6.52
https://shop.moruzzi.it/it/stato-pontificio-pio-vii-chiaramonti-scudo-1802-an-iii-zecca-di-roma-argento-qspl-r-muntoni-6-28786.html,69,1564,4.41%,6.5
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-sotto-caligola-gaio.html,69,1342,5.14%,6.95
https://shop.moruzzi.it/it/medaglie.html,68,10520,0.65%,12.85
https://shop.moruzzi.it/it/citta-del-vaticano-francesco-i-bergoglio-2014-50-centesimi-2014-stamp-coin-card-ufficiale-2014.html,68,9272,0.73%,10.06
https://shop.moruzzi.it/it/canada-elisabetta-ii-dollaro-1965-royal-canadian-mint-of-ottawa-argento-fdc-km-64-1-29780.html,68,4688,1.45%,8.04
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-lire-5-aquilotto-aquilino-due-rosette-1929-zecca-di-roma-argento-bb-pagani-712a-28628.html,68,4396,1.55%,8.27
https://shop.moruzzi.it/it/grecia-repubblica-serie-di-3-monete-da-10-euro-in-argento-(corsa-libera-e-lancio-del-disco)-e-100-euro-in-oro-(palazzo-di-minosse-a-cnosso)-atene-olimpiadi-2004-2004-fs-(km-190191192)-26733.html,68,3743,1.82%,10.4
https://shop.moruzzi.it/it/regno-d-italia-umberto-i-2-lire-1-tipo-1882-zecca-di-roma-argento-mbb-pagani-592-27353.html,68,3209,2.12%,7.83
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-banca-d-italia-500-lire-19-12-1940-capranesi-mietitrice-fascio-firme-azzolini-urbini-mspl-crapanzano-316.html,68,2605,2.61%,6.96
https://shop.moruzzi.it/it/medaglie/medaglie-papali/le-medaglie-del-600.html,68,2496,2.72%,11.42
https://shop.moruzzi.it/it/regno-di-napoli-ferdinando-iv-di-borbone-120-grana-1805-zecca-di-napoli-argento-bb-pannuti-riccio-9.html,68,2329,2.92%,6.6
https://shop.moruzzi.it/en/regno-d-italia-vittorio-emanuele-iii-20-lire-1936-xiv-impero-zecca-di-roma-argento-mbb-r-130359-pagani-681.html,68,2150,3.16%,7.16
https://shop.moruzzi.it/it/monete/monete-del-regno-d-italia/vittorio-emanuele-iii/100-lire.html,68,1890,3.6%,15.96
https://shop.moruzzi.it/ita/adriano-denario-119-122-d-c-p-m-tr-p-cos-iii-il-genio-in-atto-di-versare-il-contenuto-di-una-patera-su-di-un-ara-inghirlandata-tiene-una-cornucopia-zecca-di-roma-argento-qfdc-ric-88.html,68,1340,5.07%,6.05
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-sotto-licinio.html,67,1276,5.25%,7.22
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-1900-1943-centesimi-10-tipo-ape-1926.html,66,7149,0.92%,8.49
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-1-2-kennedy-1967-zecca-di-philadelphia-argento-fdc-km-202a-29671.html,66,5262,1.25%,8.15
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-peace-1923-d-zecca-di-denver-argento-bb-km-150-29809.html,66,3159,2.09%,7.51
https://shop.moruzzi.it/it/monete/monete-dellimpero-romano/coniazioni-sotto-augusto.html,66,2788,2.37%,8.52
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-sotto-valeriano-e-gallieno.html,66,2337,2.82%,7.58
https://shop.moruzzi.it/it/massimiano-erculeo-follis-301-303-d-c.html,66,2040,3.24%,6.58
https://shop.moruzzi.it/it/monete/monete-italiane-preunitarie/siena.html,66,1522,4.34%,7.41
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-sotto-aureliano.html,66,1343,4.91%,7.33
https://shop.moruzzi.it/it/repubblica-italiana-2-lire-1949-spiga-zecca-di-roma-italma-mspl-pagani-2404-25086.html,65,6437,1.01%,7
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-20-lire-1927-a-vi-littore-zecca-di-roma-argento-bb-111212-pagani-672-26978.html,65,4024,1.62%,8.45
https://shop.moruzzi.it/it/italia-olimpiadi-di-roma-medaglia-in-bronzo-1960-opus-merzagora-spl-25642.html,65,2418,2.69%,8.95
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-10000-lire-30-10-1976-busto-d-uomo-del-castagno-machiavelli-firme-baffi-stevani-mbb-137862-crapanzano-580.html,64,6414,1%,7.69
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-10-centesimi-1923-ape-zecca-di-roma-rame-fdc-pagani-868.html,64,6250,1.02%,6.55
https://shop.moruzzi.it/it/citta-del-vaticano-benedetto-xvi-ratzinger-2005-2013-50-centesimi-2010-vatican-city-coin-card-fdc.html,64,5062,1.26%,9.93
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-di-probo.html,64,2880,2.22%,9.22
https://shop.moruzzi.it/it/citta-del-vaticano-giovanni-paolo-ii-karol-jozef-wojtyla-medaglia-annuale-in-argento-mm-44-00-1993-anno-xv-promulgazione-del-nuovo-catechismo-opus-berti-fdc-di-virgilio-152.html,64,1655,3.87%,7.56
https://shop.moruzzi.it/it/stato-pontificio-pio-vi-sampietrino-da-2-baiocchi-e-mezzo-romani-1797-busto-di-san-pietro-zecca-di-fermo-mb-r-muntoni-320-28419.html,64,1474,4.34%,7.05
https://shop.moruzzi.it/it/galba-sesterzio-68-d-c-s-c-vittoria-con-palladio-zecca-di-roma-bronzo-mbb-r-ric-254-s.html,64,1249,5.12%,8.46
https://shop.moruzzi.it/it/citta-del-vaticano-sede-vacante-2-euro-2013-fdc.html,63,3860,1.63%,9.64
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-2-lire-1902-aquila-sabauda-zecca-di-roma-argento-bb-r-63967-pagani-726.html,63,3024,2.08%,8.16
https://shop.moruzzi.it/es/monedas/monedas-de-la-republica-italiana/monedas-de-100-liras.html,63,2940,2.14%,7.48
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-10-lire-1936-xiv-impero-zecca-di-roma-argento-144064-mbb-pagani-700-24984.html,63,2523,2.5%,7.69
https://shop.moruzzi.it/it/anonimo-sestante-semilibrale-217-215-a-c-testa-di-mercurio-con-petaso-sopra-due-globetti-prua-di-nave-sopra-roma-sotto-due-globetti-zecca-di-roma-bronzo-mb-crawford-38-5.html,63,1235,5.1%,5.47
https://shop.moruzzi.it/it/monete/monete-dell-europa/spagna.html,62,13839,0.45%,9.72
https://shop.moruzzi.it/it/repubblica-italiana-1-lira-1948-arancia-zecca-di-roma-italma-fdc-pagani-2453-25401.html,62,7074,0.88%,7.69
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-buono-da-1-lira-italia-seduta-1923-zecca-di-roma-nichel-spl-pagani-777-28984.html,62,5864,1.06%,9.2
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-1900-1943-centesimi-10-tipo-ape-1937-3.html,62,3540,1.75%,11.9
https://shop.moruzzi.it/it/anastasio-solido-491-518-d-c-victoria-avggg-i-conob-la-vittoria-tiene-lunga-croce-zecca-di-costantinopoli-oro-mspl-sear-3.html,62,1440,4.31%,7.08
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-sotto-elagabalo.html,62,957,6.48%,8.6
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-1000-lire-25-09-1961-busto-dell-italia-medusa-firme-carli-ripa-mbb-121724-crapanzano-471-27594.html,61,99193,0.06%,7.78
https://shop.moruzzi.it/it/costanzo-cloro-cesare-antoniniano-vot-x-m-x-x-ptr-d-295-d-c-ric-703.html,61,96721,0.06%,6.31
https://shop.moruzzi.it/it/repubblica-italiana-2-lire-1958-olivo-zecca-di-roma-italma-spl-r-pagani-2411-25569.html,61,4092,1.49%,8.05
https://shop.moruzzi.it/it/citta-del-vaticano-pio-xii-serie-annuale-di-4-valori-1950-zecca-di-roma-italma-spl-unificato-pi12-821-27167.html,61,3895,1.57%,9.62
https://shop.moruzzi.it/es/monaco-2-euro-2022-fs-100-anniversario-della-morte-del-principe-alberto-i.html,61,2453,2.49%,7.77
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-1900-1943-centesimi-10-tipo-ape-1928.html,61,2398,2.54%,8.78
https://shop.moruzzi.it/it/monete/monete-romane-repubblicane/monete-anonime-e-familiari.html,61,2056,2.97%,10.32
https://shop.moruzzi.it/it/citta-del-vaticano-paolo-vi-serie-di-prova-in-argento-da-8-monete-1963-anno-i-fdc-rrr.html,61,1698,3.59%,6.81
https://shop.moruzzi.it/es/monedas/monedas-imperiales-romanas/monedas-acu-adas-bajo-el-emperador-claudio.html,61,1639,3.72%,8.16
https://shop.moruzzi.it/it/traiano-dupondio-103-111-d-c-s-p-q-r-optimo-principi-s-c-roma-galeata-in-abiti-militari-seduta-con-vittoria-e-lancia-dietro-armi-zecca-di-roma-bronzo-spl-ric-490.html,61,1637,3.73%,5.07
https://shop.moruzzi.it/it/italia-ventennio-fascista-medaglia-in-bronzo-1919-per-litalia-ora-e-sempre-dieci-mani-contrapposte-reggono-fiamma-al-centro--figura-eroica-a-cavallo-rimira-il-mare-regge-vittoria-alata-(nike)-e-bandiera-con-fascio-repubblicato-qspl-(casolari-manca)-27371.html,61,1520,4.01%,6.97
https://shop.moruzzi.it/it/monaco-2-euro-2023-fs-centenario-della-nascita-del-principe-ranieri-iii.html,60,3982,1.51%,10.66
https://shop.moruzzi.it/it/francia-secondo-impero-napoleone-iii-100-franchi-1858-a-zecca-di-parigi-oro-qfdc-152166-gadoury-1135.html,60,1515,3.96%,8.98
